MenuItemID,MenuItemQuantity,SaleID,TimeID,Total,BranchID
9,2,33,10032,23.78,397
17,1,33,10032,7.5,397
18,2,33,10032,15.0,397
30,5,33,10032,18.75,397
8,2,34,10033,19.9,132
10,4,35,10034,59.16,199
14,1,35,10034,13.49,199
24,2,36,10035,8.8,67
10,3,37,10036,44.37,348
15,4,37,10036,37.0,348
28,3,37,10036,7.470000000000001,348
1,4,38,10037,41.96,183
9,5,38,10037,59.45,183
25,4,38,10037,30.0,183
26,5,38,10037,31.25,183
14,2,39,10038,26.98,320
25,1,39,10038,7.5,320
30,4,39,10038,15.0,320
19,4,40,10039,11.96,376
21,4,40,10039,10.0,376
6,2,41,10040,19.9,393
20,2,41,10040,9.0,393
23,5,41,10040,44.75,393
25,3,41,10040,22.5,393
12,1,42,10041,14.79,276
28,2,42,10041,4.98,276
29,2,42,10041,6.0,276
4,2,43,10042,34.5,159
8,4,43,10042,39.8,159
18,4,43,10042,30.0,159
21,2,43,10042,5.0,159
1,1,44,10043,10.49,132
1,2,44,10043,20.98,132
1,4,44,10043,41.96,132
18,1,44,10043,7.5,132
23,5,44,10043,44.75,132
8,3,45,10044,29.849999999999998,95
19,1,45,10044,2.99,95
22,4,45,10044,8.0,95
26,5,45,10044,31.25,95
3,5,46,10045,64.45,132
9,4,46,10045,47.56,132
20,2,46,10045,9.0,132
27,2,46,10045,3.0,132
29,1,46,10045,3.0,132
5,4,47,10046,46.6,74
11,5,47,10046,73.94999999999999,74
21,3,47,10046,7.5,74
26,4,47,10046,25.0,74
20,1,48,10047,4.5,11
21,1,48,10047,2.5,11
21,5,48,10047,12.5,11
18,4,49,10048,30.0,74
26,1,49,10048,6.25,74
2,1,50,10049,11.69,206
9,4,50,10049,47.56,206
19,4,50,10049,11.96,206
30,1,50,10049,3.75,206
13,5,51,10050,73.94999999999999,387
19,5,51,10050,14.950000000000001,387
19,5,51,10050,14.950000000000001,387
27,2,51,10050,3.0,387
5,1,52,10051,11.65,50
26,2,52,10051,12.5,50
3,1,53,10052,12.89,266
23,2,53,10052,17.9,266
24,1,53,10052,4.4,266
25,2,53,10052,15.0,266
28,4,53,10052,9.96,266
2,1,54,10053,11.69,2
22,3,54,10053,6.0,2
26,4,54,10053,25.0,2
27,1,54,10053,1.5,2
30,1,54,10053,3.75,2
1,5,55,10054,52.45,30
6,3,55,10054,29.849999999999998,30
6,5,55,10054,49.75,30
13,1,55,10054,14.79,30
1,5,56,10055,52.45,113
10,5,56,10055,73.94999999999999,113
23,4,56,10055,35.8,113
16,5,57,10056,37.5,384
25,3,57,10056,22.5,384
1,3,58,10057,31.47,358
2,3,58,10057,35.07,358
12,4,58,10057,59.16,358
17,3,58,10057,22.5,358
28,5,58,10057,12.450000000000001,358
1,3,59,10058,31.47,98
11,4,59,10058,59.16,98
5,2,60,10059,23.3,346
10,4,60,10059,59.16,346
25,2,60,10059,15.0,346
29,3,60,10059,9.0,346
6,4,61,10060,39.8,132
8,2,61,10060,19.9,132
27,1,61,10060,1.5,132
10,2,62,10061,29.58,161
14,4,62,10061,53.96,161
23,1,62,10061,8.95,161
26,5,62,10061,31.25,161
3,5,63,10062,64.45,3
17,1,63,10062,7.5,3
24,4,63,10062,17.6,3
23,2,64,10063,17.9,180
2,2,65,10064,23.38,304
10,5,66,10065,73.94999999999999,275
9,5,67,10066,59.45,250
12,4,67,10066,59.16,250
16,1,67,10066,7.5,250
20,3,67,10066,13.5,250
26,1,67,10066,6.25,250
10,5,68,10067,73.94999999999999,223
19,5,68,10067,14.950000000000001,223
22,3,68,10067,6.0,223
23,1,68,10067,8.95,223
11,3,69,10068,44.37,367
18,2,69,10068,15.0,367
24,4,69,10068,17.6,367
25,4,69,10068,30.0,367
28,5,69,10068,12.450000000000001,367
4,2,70,10069,34.5,398
19,1,70,10069,2.99,398
4,2,71,10070,34.5,80
21,1,71,10070,2.5,80
22,3,71,10070,6.0,80
27,2,71,10070,3.0,80
28,2,71,10070,4.98,80
10,3,72,10071,44.37,119
12,4,72,10071,59.16,119
1,2,73,10072,20.98,215
1,2,73,10072,20.98,215
5,1,73,10072,11.65,215
30,5,73,10072,18.75,215
1,3,74,10073,31.47,133
18,1,74,10073,7.5,133
19,4,74,10073,11.96,133
21,4,74,10073,10.0,133
28,4,75,10074,9.96,165
4,2,76,10075,34.5,201
10,2,76,10075,29.58,201
15,3,76,10075,27.75,201
17,4,76,10075,30.0,201
20,3,76,10075,13.5,201
29,3,77,10076,9.0,245
3,5,78,10077,64.45,138
11,4,78,10077,59.16,138
13,2,78,10077,29.58,138
13,5,78,10077,73.94999999999999,138
22,3,78,10077,6.0,138
1,5,79,10078,52.45,222
9,3,79,10078,35.67,222
14,1,79,10078,13.49,222
20,4,79,10078,18.0,222
15,1,80,10079,9.25,400
1,2,81,10080,20.98,364
13,2,81,10080,29.58,364
7,3,82,10081,38.25,102
28,1,82,10081,2.49,102
15,2,83,10082,18.5,24
16,2,83,10082,15.0,24
24,2,83,10082,8.8,24
29,3,83,10082,9.0,24
2,5,84,10083,58.449999999999996,352
16,1,84,10083,7.5,352
16,4,84,10083,30.0,352
18,4,84,10083,30.0,352
8,2,85,10084,19.9,320
11,1,85,10084,14.79,320
11,4,85,10084,59.16,320
7,5,86,10085,63.75,315
22,4,86,10085,8.0,315
1,5,87,10086,52.45,231
5,2,87,10086,23.3,231
10,1,87,10086,14.79,231
17,1,87,10086,7.5,231
28,3,87,10086,7.470000000000001,231
1,4,88,10087,41.96,42
11,3,88,10087,44.37,42
19,5,88,10087,14.950000000000001,42
4,3,89,10088,51.75,67
16,5,89,10088,37.5,67
30,5,89,10088,18.75,67
30,5,89,10088,18.75,67
6,5,90,10089,49.75,303
16,5,90,10089,37.5,303
3,2,91,10090,25.78,234
13,3,91,10090,44.37,234
19,5,91,10090,14.950000000000001,234
27,2,91,10090,3.0,234
6,4,92,10091,39.8,169
22,5,92,10091,10.0,169
29,5,92,10091,15.0,169
9,1,93,10092,11.89,296
23,1,94,10093,8.95,48
6,3,95,10094,29.849999999999998,399
14,5,96,10095,67.45,158
20,4,96,10095,18.0,158
21,1,96,10095,2.5,158
20,4,97,10096,18.0,212
22,5,97,10096,10.0,212
1,4,98,10097,41.96,95
11,2,98,10097,29.58,95
29,2,98,10097,6.0,95
20,2,99,10098,9.0,255
30,5,99,10098,18.75,255
1,1,100,10099,10.49,265
7,1,100,10099,12.75,265
10,4,101,10100,59.16,208
11,4,101,10100,59.16,208
25,2,101,10100,15.0,208
27,2,101,10100,3.0,208
30,3,101,10100,11.25,208
9,3,102,10101,35.67,226
10,5,102,10101,73.94999999999999,226
22,4,102,10101,8.0,226
28,2,102,10101,4.98,226
28,3,102,10101,7.470000000000001,226
1,2,103,10102,20.98,7
13,2,103,10102,29.58,7
20,1,103,10102,4.5,7
29,2,103,10102,6.0,7
2,4,104,10103,46.76,191
16,4,104,10103,30.0,191
16,5,104,10103,37.5,191
23,2,104,10103,17.9,191
28,2,104,10103,4.98,191
4,2,105,10104,34.5,181
5,5,105,10104,58.25,181
7,2,105,10104,25.5,181
16,1,105,10104,7.5,181
20,2,105,10104,9.0,181
7,2,106,10105,25.5,374
14,2,106,10105,26.98,374
15,5,106,10105,46.25,374
8,2,107,10106,19.9,366
12,5,107,10106,73.94999999999999,366
10,5,108,10107,73.94999999999999,255
23,3,108,10107,26.849999999999998,255
2,2,109,10108,23.38,246
12,3,109,10108,44.37,246
13,5,109,10108,73.94999999999999,246
18,3,109,10108,22.5,246
24,5,109,10108,22.0,246
7,5,110,10109,63.75,94
9,1,110,10109,11.89,94
16,2,110,10109,15.0,94
25,1,110,10109,7.5,94
10,4,111,10110,59.16,252
12,2,111,10110,29.58,252
14,2,111,10110,26.98,252
17,4,111,10110,30.0,252
18,1,111,10110,7.5,252
1,5,112,10111,52.45,194
11,5,112,10111,73.94999999999999,194
9,2,113,10112,23.78,10
18,4,113,10112,30.0,10
21,3,113,10112,7.5,10
28,4,113,10112,9.96,10
5,2,114,10113,23.3,309
5,2,114,10113,23.3,309
11,4,114,10113,59.16,309
17,5,114,10113,37.5,309
28,3,114,10113,7.470000000000001,309
3,4,115,10114,51.56,148
14,1,115,10114,13.49,148
15,4,115,10114,37.0,148
14,5,116,10115,67.45,279
20,2,116,10115,9.0,279
6,1,117,10116,9.95,235
3,1,118,10117,12.89,393
4,2,118,10117,34.5,393
26,1,118,10117,6.25,393
29,4,118,10117,12.0,393
2,4,119,10118,46.76,219
4,3,119,10118,51.75,219
20,1,119,10118,4.5,219
7,4,120,10119,51.0,323
3,1,121,10120,12.89,43
7,3,121,10120,38.25,43
17,1,121,10120,7.5,43
30,3,121,10120,11.25,43
16,2,122,10121,15.0,223
16,3,122,10121,22.5,223
19,3,122,10121,8.97,223
22,1,122,10121,2.0,223
25,1,122,10121,7.5,223
13,5,123,10122,73.94999999999999,184
7,5,124,10123,63.75,376
10,3,124,10123,44.37,376
12,2,124,10123,29.58,376
30,5,124,10123,18.75,376
2,4,125,10124,46.76,202
8,4,125,10124,39.8,202
12,3,125,10124,44.37,202
28,1,125,10124,2.49,202
28,3,125,10124,7.470000000000001,202
7,3,126,10125,38.25,55
12,5,126,10125,73.94999999999999,55
18,2,126,10125,15.0,55
2,2,127,10126,23.38,325
5,2,127,10126,23.3,325
17,2,127,10126,15.0,325
22,5,128,10127,10.0,173
30,1,128,10127,3.75,173
24,3,129,10128,13.200000000000001,292
29,3,129,10128,9.0,292
2,5,130,10129,58.449999999999996,334
23,2,131,10130,17.9,3
25,4,131,10130,30.0,3
2,4,132,10131,46.76,209
6,1,132,10131,9.95,209
10,2,132,10131,29.58,209
12,2,132,10131,29.58,209
23,3,133,10132,26.849999999999998,197
7,1,134,10133,12.75,232
15,2,134,10133,18.5,232
27,5,134,10133,7.5,232
29,3,134,10133,9.0,232
9,4,135,10134,47.56,349
11,5,135,10134,73.94999999999999,349
16,1,136,10135,7.5,236
4,4,137,10136,69.0,116
12,2,137,10136,29.58,116
13,3,137,10136,44.37,116
29,3,137,10136,9.0,116
13,1,138,10137,14.79,161
14,4,138,10137,53.96,161
28,4,138,10137,9.96,161
29,1,139,10138,3.0,69
12,2,140,10139,29.58,146
20,1,140,10139,4.5,146
21,5,140,10139,12.5,146
2,3,141,10140,35.07,307
10,1,142,10141,14.79,191
12,2,142,10141,29.58,191
25,5,142,10141,37.5,191
12,5,143,10142,73.94999999999999,186
7,5,144,10143,63.75,85
8,4,144,10143,39.8,85
11,2,144,10143,29.58,85
29,1,145,10144,3.0,391
6,4,146,10145,39.8,170
13,2,146,10145,29.58,170
13,4,146,10145,59.16,170
3,5,147,10146,64.45,86
22,5,147,10146,10.0,86
8,4,148,10147,39.8,224
10,1,148,10147,14.79,224
12,5,148,10147,73.94999999999999,224
30,2,149,10148,7.5,21
1,3,150,10149,31.47,29
3,1,151,10150,12.89,243
3,2,151,10150,25.78,243
9,4,151,10150,47.56,243
23,4,151,10150,35.8,243
26,1,151,10150,6.25,243
2,1,152,10151,11.69,380
4,2,152,10151,34.5,380
18,2,152,10151,15.0,380
28,5,152,10151,12.450000000000001,380
30,3,152,10151,11.25,380
1,3,153,10152,31.47,22
7,3,153,10152,38.25,22
27,3,153,10152,4.5,22
29,4,153,10152,12.0,22
22,5,154,10153,10.0,60
2,1,155,10154,11.69,135
5,3,155,10154,34.95,135
11,2,155,10154,29.58,135
11,5,155,10154,73.94999999999999,135
21,2,155,10154,5.0,135
12,1,156,10155,14.79,193
4,4,157,10156,69.0,343
27,4,157,10156,6.0,343
28,5,157,10156,12.450000000000001,343
12,3,158,10157,44.37,139
21,4,159,10158,10.0,365
3,4,160,10159,51.56,145
22,5,160,10159,10.0,145
1,3,161,10160,31.47,375
13,5,161,10160,73.94999999999999,375
23,5,161,10160,44.75,375
4,2,162,10161,34.5,380
5,1,162,10161,11.65,380
16,4,162,10161,30.0,380
23,4,162,10161,35.8,380
5,3,163,10162,34.95,219
19,1,163,10162,2.99,219
21,3,163,10162,7.5,219
16,2,164,10163,15.0,6
21,1,164,10163,2.5,6
25,3,164,10163,22.5,6
1,5,165,10164,52.45,78
4,3,165,10164,51.75,78
28,1,165,10164,2.49,78
28,5,165,10164,12.450000000000001,78
30,4,165,10164,15.0,78
2,5,166,10165,58.449999999999996,56
21,2,166,10165,5.0,56
21,2,166,10165,5.0,56
1,5,167,10166,52.45,216
15,3,167,10166,27.75,216
29,2,167,10166,6.0,216
18,1,168,10167,7.5,41
1,1,169,10168,10.49,82
15,2,169,10168,18.5,82
16,2,169,10168,15.0,82
16,4,169,10168,30.0,82
10,5,170,10169,73.94999999999999,30
14,5,170,10169,67.45,30
18,5,171,10170,37.5,220
18,5,171,10170,37.5,220
27,1,171,10170,1.5,220
3,2,172,10171,25.78,378
12,2,172,10171,29.58,378
13,2,172,10171,29.58,378
26,1,172,10171,6.25,378
1,4,173,10172,41.96,328
9,3,173,10172,35.67,328
11,3,173,10172,44.37,328
30,5,173,10172,18.75,328
5,3,174,10173,34.95,36
17,1,174,10173,7.5,36
29,1,174,10173,3.0,36
1,4,175,10174,41.96,369
7,3,175,10174,38.25,369
5,1,176,10175,11.65,107
14,4,176,10175,53.96,107
25,1,176,10175,7.5,107
19,1,177,10176,2.99,80
3,5,178,10177,64.45,354
11,5,178,10177,73.94999999999999,354
16,5,178,10177,37.5,354
9,5,179,10178,59.45,241
25,1,179,10178,7.5,241
11,1,180,10179,14.79,114
12,4,180,10179,59.16,114
19,3,180,10179,8.97,114
26,1,180,10179,6.25,114
11,5,181,10180,73.94999999999999,58
12,3,181,10180,44.37,58
25,3,181,10180,22.5,58
1,3,182,10181,31.47,350
10,4,182,10181,59.16,350
14,4,182,10181,53.96,350
18,1,182,10181,7.5,350
20,1,182,10181,4.5,350
27,1,183,10182,1.5,253
3,4,184,10183,51.56,76
8,3,184,10183,29.849999999999998,76
10,2,184,10183,29.58,76
21,5,184,10183,12.5,76
2,3,185,10184,35.07,146
24,2,185,10184,8.8,146
26,1,185,10184,6.25,146
5,1,186,10185,11.65,373
24,3,186,10185,13.200000000000001,373
5,1,187,10186,11.65,93
8,1,187,10186,9.95,93
17,3,187,10186,22.5,93
27,1,187,10186,1.5,93
2,5,188,10187,58.449999999999996,158
8,2,188,10187,19.9,158
13,2,188,10187,29.58,158
28,3,188,10187,7.470000000000001,158
3,4,189,10188,51.56,58
6,1,189,10188,9.95,58
16,4,189,10188,30.0,58
17,4,190,10189,30.0,234
18,3,190,10189,22.5,234
19,4,190,10189,11.96,234
25,4,190,10189,30.0,234
26,4,190,10189,25.0,234
4,1,191,10190,17.25,275
15,4,191,10190,37.0,275
21,2,191,10190,5.0,275
29,3,191,10190,9.0,275
3,4,192,10191,51.56,100
14,1,192,10191,13.49,100
17,3,192,10191,22.5,100
25,2,192,10191,15.0,100
4,2,193,10192,34.5,285
7,2,193,10192,25.5,285
9,1,193,10192,11.89,285
23,3,193,10192,26.849999999999998,285
29,3,193,10192,9.0,285
10,4,194,10193,59.16,363
17,1,194,10193,7.5,363
18,5,194,10193,37.5,363
26,3,194,10193,18.75,363
2,5,195,10194,58.449999999999996,59
3,5,195,10194,64.45,59
17,1,195,10194,7.5,59
8,4,196,10195,39.8,126
12,3,196,10195,44.37,126
20,1,196,10195,4.5,126
21,1,196,10195,2.5,126
12,3,197,10196,44.37,381
5,5,198,10197,58.25,259
15,1,198,10197,9.25,259
15,4,198,10197,37.0,259
23,3,198,10197,26.849999999999998,259
15,1,199,10198,9.25,211
17,5,199,10198,37.5,211
19,4,199,10198,11.96,211
26,2,199,10198,12.5,211
6,4,200,10199,39.8,312
1,4,201,10200,41.96,260
4,3,201,10200,51.75,260
20,4,201,10200,18.0,260
23,1,201,10200,8.95,260
29,2,201,10200,6.0,260
23,5,202,10201,44.75,42
1,5,203,10202,52.45,368
6,4,203,10202,39.8,368
23,1,203,10202,8.95,368
30,5,203,10202,18.75,368
2,1,204,10203,11.69,3
9,3,204,10203,35.67,3
18,3,204,10203,22.5,3
19,1,204,10203,2.99,3
22,4,204,10203,8.0,3
6,3,205,10204,29.849999999999998,145
12,2,205,10204,29.58,145
12,4,205,10204,59.16,145
29,5,205,10204,15.0,145
29,5,205,10204,15.0,145
12,4,206,10205,59.16,170
3,5,207,10206,64.45,357
4,2,207,10206,34.5,357
11,2,207,10206,29.58,357
17,3,207,10206,22.5,357
21,4,207,10206,10.0,357
5,2,208,10207,23.3,356
5,2,208,10207,23.3,356
13,4,208,10207,59.16,356
5,5,209,10208,58.25,1
10,4,209,10208,59.16,1
26,2,209,10208,12.5,1
3,3,210,10209,38.67,319
9,1,210,10209,11.89,319
20,2,210,10209,9.0,319
25,1,210,10209,7.5,319
5,3,211,10210,34.95,378
6,1,211,10210,9.95,378
10,4,211,10210,59.16,378
22,3,211,10210,6.0,378
29,3,211,10210,9.0,378
12,5,212,10211,73.94999999999999,234
14,3,212,10211,40.47,234
18,3,212,10211,22.5,234
30,3,212,10211,11.25,234
4,4,213,10212,69.0,362
15,4,213,10212,37.0,362
18,3,213,10212,22.5,362
30,2,213,10212,7.5,362
12,1,214,10213,14.79,16
12,4,214,10213,59.16,16
14,5,214,10213,67.45,16
2,5,215,10214,58.449999999999996,99
8,1,215,10214,9.95,99
11,4,215,10214,59.16,99
28,2,215,10214,4.98,99
29,1,215,10214,3.0,99
3,4,216,10215,51.56,314
7,1,216,10215,12.75,314
13,2,216,10215,29.58,314
29,5,216,10215,15.0,314
10,1,217,10216,14.79,18
8,3,218,10217,29.849999999999998,125
16,2,218,10217,15.0,125
1,5,219,10218,52.45,180
5,2,219,10218,23.3,180
11,4,219,10218,59.16,180
30,5,220,10219,18.75,132
8,1,221,10220,9.95,103
8,4,221,10220,39.8,103
9,2,221,10220,23.78,103
26,5,221,10220,31.25,103
28,3,221,10220,7.470000000000001,103
5,1,222,10221,11.65,260
6,4,222,10221,39.8,260
15,1,222,10221,9.25,260
30,1,222,10221,3.75,260
15,1,223,10222,9.25,229
3,4,224,10223,51.56,332
14,1,224,10223,13.49,332
19,5,224,10223,14.950000000000001,332
26,1,224,10223,6.25,332
30,4,224,10223,15.0,332
3,2,225,10224,25.78,149
7,3,225,10224,38.25,149
16,4,225,10224,30.0,149
20,3,225,10224,13.5,149
4,1,226,10225,17.25,202
4,3,226,10225,51.75,202
28,1,226,10225,2.49,202
3,1,227,10226,12.89,12
16,1,227,10226,7.5,12
22,2,227,10226,4.0,12
2,5,228,10227,58.449999999999996,200
4,1,228,10227,17.25,200
8,2,228,10227,19.9,200
20,5,228,10227,22.5,200
1,1,229,10228,10.49,304
7,5,229,10228,63.75,304
29,1,229,10228,3.0,304
5,4,230,10229,46.6,79
16,4,230,10229,30.0,79
20,4,230,10229,18.0,79
16,2,231,10230,15.0,25
22,3,231,10230,6.0,25
6,4,232,10231,39.8,323
10,3,232,10231,44.37,323
23,5,232,10231,44.75,323
25,1,232,10231,7.5,323
9,2,233,10232,23.78,43
13,5,233,10232,73.94999999999999,43
19,3,233,10232,8.97,43
29,1,233,10232,3.0,43
29,1,233,10232,3.0,43
5,1,234,10233,11.65,263
12,5,234,10233,73.94999999999999,263
18,4,234,10233,30.0,263
27,5,234,10233,7.5,263
23,2,235,10234,17.9,314
27,5,235,10234,7.5,314
11,3,236,10235,44.37,55
16,2,236,10235,15.0,55
21,3,236,10235,7.5,55
27,1,236,10235,1.5,55
17,3,237,10236,22.5,21
20,4,237,10236,18.0,21
2,2,238,10237,23.38,49
8,3,238,10237,29.849999999999998,49
8,3,239,10238,29.849999999999998,104
12,4,239,10238,59.16,104
13,2,239,10238,29.58,104
28,4,239,10238,9.96,104
4,1,240,10239,17.25,296
9,2,240,10239,23.78,296
14,3,240,10239,40.47,296
16,4,240,10239,30.0,296
29,4,240,10239,12.0,296
17,3,241,10240,22.5,184
27,4,241,10240,6.0,184
5,3,242,10241,34.95,228
13,1,242,10241,14.79,228
11,3,243,10242,44.37,302
11,5,244,10243,73.94999999999999,251
15,4,244,10243,37.0,251
2,4,245,10244,46.76,361
5,4,245,10244,46.6,361
15,5,245,10244,46.25,361
29,2,245,10244,6.0,361
12,2,246,10245,29.58,118
12,5,246,10245,73.94999999999999,118
24,3,246,10245,13.200000000000001,118
26,1,246,10245,6.25,118
10,1,247,10246,14.79,162
13,2,247,10246,29.58,162
29,1,247,10246,3.0,162
29,5,247,10246,15.0,162
1,1,248,10247,10.49,265
4,1,249,10248,17.25,145
18,5,249,10248,37.5,145
18,5,249,10248,37.5,145
5,4,250,10249,46.6,194
10,4,250,10249,59.16,194
18,2,250,10249,15.0,194
11,2,251,10250,29.58,278
12,4,251,10250,59.16,278
22,2,252,10251,4.0,221
3,5,253,10252,64.45,150
21,3,253,10252,7.5,150
29,3,253,10252,9.0,150
10,4,254,10253,59.16,198
20,5,254,10253,22.5,198
12,1,255,10254,14.79,26
16,1,255,10254,7.5,26
16,2,255,10254,15.0,26
18,4,255,10254,30.0,26
18,4,255,10254,30.0,26
3,4,256,10255,51.56,217
11,1,256,10255,14.79,217
20,2,256,10255,9.0,217
5,2,257,10256,23.3,378
21,5,257,10256,12.5,378
24,1,257,10256,4.4,378
26,2,257,10256,12.5,378
4,4,258,10257,69.0,220
8,3,259,10258,29.849999999999998,85
11,1,259,10258,14.79,85
21,2,259,10258,5.0,85
8,2,260,10259,19.9,100
9,3,260,10259,35.67,100
12,4,260,10259,59.16,100
18,5,260,10259,37.5,100
10,1,261,10260,14.79,165
15,3,261,10260,27.75,165
26,4,261,10260,25.0,165
25,1,262,10261,7.5,188
28,4,262,10261,9.96,188
4,2,263,10262,34.5,350
13,4,263,10262,59.16,350
14,3,263,10262,40.47,350
27,5,263,10262,7.5,350
27,2,264,10263,3.0,19
4,1,265,10264,17.25,181
15,1,265,10264,9.25,181
16,3,265,10264,22.5,181
23,5,265,10264,44.75,181
25,5,265,10264,37.5,181
2,5,266,10265,58.449999999999996,9
20,3,266,10265,13.5,9
21,2,266,10265,5.0,9
28,4,266,10265,9.96,9
7,3,267,10266,38.25,8
16,3,268,10267,22.5,173
22,1,268,10267,2.0,173
26,4,268,10267,25.0,173
2,5,269,10268,58.449999999999996,99
5,2,269,10268,23.3,99
13,4,269,10268,59.16,99
23,4,269,10268,35.8,99
24,5,269,10268,22.0,99
12,2,270,10269,29.58,348
13,2,270,10269,29.58,348
28,4,270,10269,9.96,348
2,3,271,10270,35.07,18
3,1,271,10270,12.89,18
14,4,271,10270,53.96,18
15,1,271,10270,9.25,18
24,2,271,10270,8.8,18
4,4,272,10271,69.0,346
5,4,272,10271,46.6,346
9,1,272,10271,11.89,346
27,5,272,10271,7.5,346
3,2,273,10272,25.78,241
8,5,273,10272,49.75,241
25,5,273,10272,37.5,241
27,3,273,10272,4.5,241
12,1,274,10273,14.79,3
16,4,274,10273,30.0,3
29,5,274,10273,15.0,3
20,5,275,10274,22.5,103
25,4,275,10274,30.0,103
5,3,276,10275,34.95,287
19,1,276,10275,2.99,287
22,4,276,10275,8.0,287
26,1,276,10275,6.25,287
9,4,277,10276,47.56,386
10,5,277,10276,73.94999999999999,386
21,1,277,10276,2.5,386
23,2,277,10276,17.9,386
26,3,277,10276,18.75,386
23,2,278,10277,17.9,58
25,2,278,10277,15.0,58
2,2,279,10278,23.38,88
9,2,279,10278,23.78,88
16,1,279,10278,7.5,88
19,2,279,10278,5.98,88
10,3,280,10279,44.37,355
10,4,280,10279,59.16,355
14,1,280,10279,13.49,355
16,3,280,10279,22.5,355
21,3,280,10279,7.5,355
1,3,281,10280,31.47,323
2,2,281,10280,23.38,323
2,2,281,10280,23.38,323
5,4,281,10280,46.6,323
20,2,281,10280,9.0,323
15,4,282,10281,37.0,204
16,3,282,10281,22.5,204
25,4,282,10281,30.0,204
28,3,282,10281,7.470000000000001,204
15,5,283,10282,46.25,179
21,3,283,10282,7.5,179
6,5,284,10283,49.75,37
13,4,284,10283,59.16,37
18,3,284,10283,22.5,37
27,5,284,10283,7.5,37
30,2,285,10284,7.5,124
6,3,286,10285,29.849999999999998,61
15,1,286,10285,9.25,61
28,1,286,10285,2.49,61
2,4,287,10286,46.76,63
9,1,287,10286,11.89,63
10,5,287,10286,73.94999999999999,63
18,5,287,10286,37.5,63
25,4,287,10286,30.0,63
8,3,288,10287,29.849999999999998,369
21,1,288,10287,2.5,369
26,3,288,10287,18.75,369
3,5,289,10288,64.45,22
23,2,289,10288,17.9,22
25,2,289,10288,15.0,22
3,5,290,10289,64.45,168
11,4,290,10289,59.16,168
15,2,290,10289,18.5,168
17,1,290,10289,7.5,168
20,4,290,10289,18.0,168
1,5,291,10290,52.45,161
17,1,291,10290,7.5,161
8,4,292,10291,39.8,201
9,2,292,10291,23.78,201
13,5,292,10291,73.94999999999999,201
16,3,292,10291,22.5,201
20,5,293,10292,22.5,328
