,PurchaseID,ProductID,SupplierID,TimeID,BranchID,UnitQuantity,UnitPrice,UnitTotal
194,54,23,5,54,117,3,43.34,130.02
195,54,10,2,54,117,24,12.34,296.15999999999997
196,54,16,2,54,117,14,45.0,630.0
197,55,12,2,55,334,21,13.56,284.76
198,55,17,3,55,334,16,67.87,1085.92
199,55,22,5,55,334,11,45.24,497.64000000000004
200,55,13,2,55,334,11,1.75,19.25
201,56,10,2,56,371,22,12.34,271.48
202,56,28,9,56,371,4,225.53,902.12
203,56,26,7,56,371,9,98.89,890.01
204,57,17,3,57,315,6,67.87,407.22
205,57,8,1,57,315,20,2.54,50.8
206,57,15,2,57,315,12,23.45,281.4
207,57,16,2,57,315,18,45.0,810.0
208,57,10,2,57,315,6,12.34,74.03999999999999
209,57,29,10,57,315,22,105.5,2321.0
210,57,3,1,57,315,24,6.0,144.0
211,58,5,1,58,9,21,0.75,15.75
212,58,7,1,58,9,18,1.75,31.5
213,58,4,1,58,9,6,0.75,4.5
214,58,25,7,58,9,11,76.67,843.37
215,59,2,1,59,99,24,2.3,55.199999999999996
216,59,15,2,59,99,24,23.45,562.8
217,60,23,5,60,281,14,43.34,606.76
218,60,14,2,60,281,12,23.45,281.4
219,61,4,1,61,346,14,0.75,10.5
220,61,12,2,61,346,13,13.56,176.28
221,62,25,7,62,28,15,76.67,1150.05
222,62,17,3,62,28,4,67.87,271.48
223,62,14,2,62,28,15,23.45,351.75
224,62,22,5,62,28,21,45.24,950.0400000000001
225,62,14,2,62,28,2,23.45,46.9
226,62,23,5,62,28,5,43.34,216.70000000000002
227,62,24,6,62,28,21,89.67,1883.07
228,63,26,7,63,256,7,98.89,692.23
229,63,23,5,63,256,2,43.34,86.68
230,64,2,1,64,328,22,2.3,50.599999999999994
231,64,7,1,64,328,19,1.75,33.25
232,64,18,3,64,328,16,123.4,1974.4
233,64,20,4,64,328,6,111.87,671.22
234,64,10,2,64,328,4,12.34,49.36
235,64,26,7,64,328,18,98.89,1780.02
236,64,15,2,64,328,18,23.45,422.09999999999997
237,65,17,3,65,164,10,67.87,678.7
238,66,2,1,66,215,7,2.3,16.099999999999998
239,66,15,2,66,215,20,23.45,469.0
240,67,28,9,67,327,3,225.53,676.59
241,67,19,4,67,327,15,145.34,2180.1
242,68,24,6,68,178,8,89.67,717.36
243,68,3,1,68,178,8,6.0,48.0
244,69,23,5,69,73,21,43.34,910.1400000000001
245,69,26,7,69,73,8,98.89,791.12
246,69,21,4,69,73,12,175.56,2106.7200000000003
247,70,9,1,70,202,1,3.67,3.67
248,70,16,2,70,202,21,45.0,945.0
249,71,6,1,71,21,19,3.25,61.75
250,71,9,1,71,21,2,3.67,7.34
251,72,17,3,72,313,10,67.87,678.7
252,72,7,1,72,313,22,1.75,38.5
253,72,2,1,72,313,23,2.3,52.9
254,72,27,8,72,313,19,245.54,4665.26
255,72,23,5,72,313,24,43.34,1040.16
256,73,25,7,73,22,19,76.67,1456.73
257,74,3,1,74,326,17,6.0,102.0
258,74,25,7,74,326,12,76.67,920.04
259,74,8,1,74,326,15,2.54,38.1
260,74,21,4,74,326,1,175.56,175.56
261,74,17,3,74,326,8,67.87,542.96
262,74,10,2,74,326,21,12.34,259.14
263,75,16,2,75,241,3,45.0,135.0
264,76,10,2,76,338,2,12.34,24.68
265,76,2,1,76,338,8,2.3,18.4
266,76,18,3,76,338,16,123.4,1974.4
267,76,24,6,76,338,3,89.67,269.01
268,76,27,8,76,338,10,245.54,2455.4
269,76,4,1,76,338,12,0.75,9.0
270,77,18,3,77,188,24,123.4,2961.6000000000004
271,77,23,5,77,188,24,43.34,1040.16
272,78,30,10,78,254,19,85.5,1624.5
273,78,29,10,78,254,20,105.5,2110.0
274,78,30,10,78,254,9,85.5,769.5
275,79,16,2,79,194,21,45.0,945.0
276,79,15,2,79,194,16,23.45,375.2
277,79,30,10,79,194,24,85.5,2052.0
278,79,17,3,79,194,10,67.87,678.7
279,79,18,3,79,194,1,123.4,123.4
280,80,13,2,80,45,14,1.75,24.5
281,80,8,1,80,45,11,2.54,27.94
282,80,20,4,80,45,6,111.87,671.22
283,80,4,1,80,45,21,0.75,15.75
284,81,8,1,81,356,10,2.54,25.4
285,81,21,4,81,356,3,175.56,526.6800000000001
286,81,15,2,81,356,24,23.45,562.8
287,81,3,1,81,356,23,6.0,138.0
288,82,17,3,82,82,21,67.87,1425.27
289,82,13,2,82,82,23,1.75,40.25
290,83,21,4,83,327,21,175.56,3686.76
291,83,28,9,83,327,1,225.53,225.53
292,83,18,3,83,327,17,123.4,2097.8
293,83,8,1,83,327,23,2.54,58.42
294,84,17,3,84,231,3,67.87,203.61
295,84,15,2,84,231,13,23.45,304.84999999999997
296,84,27,8,84,231,12,245.54,2946.48
297,84,30,10,84,231,14,85.5,1197.0
298,84,21,4,84,231,7,175.56,1228.92
299,85,10,2,85,71,19,12.34,234.46
300,85,7,1,85,71,8,1.75,14.0
301,85,14,2,85,71,21,23.45,492.45
302,85,9,1,85,71,10,3.67,36.7
303,86,1,1,86,336,15,3.75,56.25
304,86,5,1,86,336,7,0.75,5.25
305,86,23,5,86,336,18,43.34,780.1200000000001
306,86,6,1,86,336,20,3.25,65.0
307,86,22,5,86,336,19,45.24,859.5600000000001
308,87,17,3,87,147,4,67.87,271.48
309,87,7,1,87,147,25,1.75,43.75
310,87,7,1,87,147,16,1.75,28.0
311,87,19,4,87,147,24,145.34,3488.16
312,87,10,2,87,147,8,12.34,98.72
313,87,16,2,87,147,8,45.0,360.0
314,87,17,3,87,147,15,67.87,1018.0500000000001
315,88,8,1,88,193,20,2.54,50.8
316,88,23,5,88,193,20,43.34,866.8000000000001
317,88,15,2,88,193,22,23.45,515.9
318,88,27,8,88,193,15,245.54,3683.1
319,88,24,6,88,193,11,89.67,986.37
320,88,26,7,88,193,13,98.89,1285.57
321,89,21,4,89,50,21,175.56,3686.76
322,89,25,7,89,50,22,76.67,1686.74
323,90,18,3,90,81,22,123.4,2714.8
324,91,3,1,91,21,5,6.0,30.0
325,92,17,3,92,43,5,67.87,339.35
326,92,20,4,92,43,12,111.87,1342.44
327,92,3,1,92,43,3,6.0,18.0
328,92,15,2,92,43,12,23.45,281.4
329,92,11,2,92,43,17,9.98,169.66
330,92,9,1,92,43,20,3.67,73.4
331,93,25,7,93,301,8,76.67,613.36
332,93,16,2,93,301,1,45.0,45.0
333,93,19,4,93,301,20,145.34,2906.8
334,93,21,4,93,301,16,175.56,2808.96
335,93,19,4,93,301,16,145.34,2325.44
336,94,20,4,94,79,20,111.87,2237.4
337,94,24,6,94,79,21,89.67,1883.07
338,94,20,4,94,79,16,111.87,1789.92
339,94,27,8,94,79,17,245.54,4174.18
340,95,4,1,95,257,4,0.75,3.0
341,96,2,1,96,331,18,2.3,41.4
342,96,13,2,96,331,6,1.75,10.5
343,96,25,7,96,331,13,76.67,996.71
344,96,7,1,96,331,14,1.75,24.5
345,96,8,1,96,331,12,2.54,30.48
346,96,24,6,96,331,6,89.67,538.02
347,96,7,1,96,331,2,1.75,3.5
348,97,25,7,97,330,22,76.67,1686.74
349,98,13,2,98,314,21,1.75,36.75
350,98,29,10,98,314,11,105.5,1160.5
351,98,20,4,98,314,5,111.87,559.35
352,98,7,1,98,314,9,1.75,15.75
353,98,11,2,98,314,22,9.98,219.56
354,98,6,1,98,314,13,3.25,42.25
355,98,6,1,98,314,23,3.25,74.75
356,99,6,1,99,277,5,3.25,16.25
357,99,21,4,99,277,9,175.56,1580.04
358,100,30,10,100,9,20,85.5,1710.0
359,100,7,1,100,9,3,1.75,5.25
360,100,21,4,100,9,24,175.56,4213.4400000000005
361,100,8,1,100,9,25,2.54,63.5
362,100,3,1,100,9,14,6.0,84.0
363,101,12,2,101,97,24,13.56,325.44
364,102,3,1,102,301,1,6.0,6.0
365,102,24,6,102,301,17,89.67,1524.39
366,102,10,2,102,301,4,12.34,49.36
367,103,1,1,103,12,20,3.75,75.0
368,103,10,2,103,12,13,12.34,160.42
369,103,27,8,103,12,17,245.54,4174.18
370,103,11,2,103,12,14,9.98,139.72
371,103,26,7,103,12,17,98.89,1681.13
372,104,3,1,104,354,14,6.0,84.0
373,104,7,1,104,354,12,1.75,21.0
374,105,21,4,105,249,15,175.56,2633.4
375,105,29,10,105,249,18,105.5,1899.0
376,105,18,3,105,249,13,123.4,1604.2
377,105,11,2,105,249,13,9.98,129.74
378,106,2,1,106,189,17,2.3,39.099999999999994
379,106,9,1,106,189,3,3.67,11.01
380,106,6,1,106,189,22,3.25,71.5
381,106,2,1,106,189,7,2.3,16.099999999999998
382,106,4,1,106,189,16,0.75,12.0
383,106,7,1,106,189,1,1.75,1.75
384,106,29,10,106,189,16,105.5,1688.0
385,107,24,6,107,268,10,89.67,896.7
386,107,29,10,107,268,15,105.5,1582.5
387,107,27,8,107,268,8,245.54,1964.32
388,107,17,3,107,268,2,67.87,135.74
389,108,15,2,108,324,20,23.45,469.0
390,109,12,2,109,168,21,13.56,284.76
391,109,1,1,109,168,7,3.75,26.25
392,109,4,1,109,168,8,0.75,6.0
393,109,7,1,109,168,13,1.75,22.75
394,109,8,1,109,168,15,2.54,38.1
395,109,14,2,109,168,12,23.45,281.4
396,110,23,5,110,253,15,43.34,650.1
397,110,4,1,110,253,22,0.75,16.5
398,111,20,4,111,6,9,111.87,1006.83
399,111,9,1,111,6,21,3.67,77.07
400,111,12,2,111,6,13,13.56,176.28
401,111,23,5,111,6,15,43.34,650.1
402,111,14,2,111,6,22,23.45,515.9
403,112,9,1,112,360,13,3.67,47.71
404,112,28,9,112,360,24,225.53,5412.72
405,113,4,1,113,103,11,0.75,8.25
406,113,19,4,113,103,20,145.34,2906.8
407,113,14,2,113,103,20,23.45,469.0
408,113,10,2,113,103,5,12.34,61.7
409,113,19,4,113,103,12,145.34,1744.08
410,113,22,5,113,103,12,45.24,542.88
411,114,14,2,114,283,24,23.45,562.8
412,114,1,1,114,283,23,3.75,86.25
413,114,22,5,114,283,18,45.24,814.32
414,114,16,2,114,283,15,45.0,675.0
415,115,21,4,115,4,8,175.56,1404.48
416,115,2,1,115,4,20,2.3,46.0
417,115,20,4,115,4,20,111.87,2237.4
418,115,16,2,115,4,6,45.0,270.0
419,115,28,9,115,4,4,225.53,902.12
420,115,22,5,115,4,4,45.24,180.96
421,116,27,8,116,232,12,245.54,2946.48
422,116,12,2,116,232,9,13.56,122.04
423,116,25,7,116,232,7,76.67,536.69
424,116,30,10,116,232,7,85.5,598.5
425,116,29,10,116,232,6,105.5,633.0
426,116,12,2,116,232,12,13.56,162.72
427,117,8,1,117,136,24,2.54,60.96
428,117,18,3,117,136,1,123.4,123.4
429,117,10,2,117,136,16,12.34,197.44
430,117,24,6,117,136,12,89.67,1076.04
431,117,27,8,117,136,22,245.54,5401.88
432,117,6,1,117,136,2,3.25,6.5
433,118,30,10,118,295,23,85.5,1966.5
434,119,7,1,119,63,14,1.75,24.5
435,119,27,8,119,63,24,245.54,5892.96
436,119,30,10,119,63,5,85.5,427.5
437,119,25,7,119,63,2,76.67,153.34
438,120,15,2,120,118,5,23.45,117.25
439,120,23,5,120,118,11,43.34,476.74
440,121,8,1,121,198,18,2.54,45.72
441,121,5,1,121,198,17,0.75,12.75
442,121,2,1,121,198,6,2.3,13.799999999999999
443,121,15,2,121,198,21,23.45,492.45
444,121,25,7,121,198,13,76.67,996.71
445,121,22,5,121,198,19,45.24,859.5600000000001
446,122,28,9,122,309,6,225.53,1353.18
447,122,23,5,122,309,4,43.34,173.36
448,122,25,7,122,309,5,76.67,383.35
449,122,24,6,122,309,6,89.67,538.02
450,122,18,3,122,309,9,123.4,1110.6000000000001
451,123,6,1,123,333,25,3.25,81.25
452,123,26,7,123,333,22,98.89,2175.58
453,124,6,1,124,344,9,3.25,29.25
454,124,16,2,124,344,4,45.0,180.0
455,124,16,2,124,344,17,45.0,765.0
456,124,22,5,124,344,11,45.24,497.64000000000004
457,124,17,3,124,344,14,67.87,950.1800000000001
458,124,24,6,124,344,5,89.67,448.35
459,125,18,3,125,141,13,123.4,1604.2
460,125,13,2,125,141,25,1.75,43.75
461,125,9,1,125,141,9,3.67,33.03
462,126,9,1,126,131,16,3.67,58.72
463,126,11,2,126,131,17,9.98,169.66
464,127,19,4,127,244,17,145.34,2470.78
465,127,25,7,127,244,1,76.67,76.67
466,128,26,7,128,37,18,98.89,1780.02
467,128,1,1,128,37,13,3.75,48.75
468,128,1,1,128,37,16,3.75,60.0
469,128,6,1,128,37,9,3.25,29.25
470,128,16,2,128,37,18,45.0,810.0
471,128,29,10,128,37,6,105.5,633.0
472,129,1,1,129,391,14,3.75,52.5
473,129,22,5,129,391,18,45.24,814.32
474,129,9,1,129,391,17,3.67,62.39
475,129,27,8,129,391,21,245.54,5156.34
476,129,5,1,129,391,24,0.75,18.0
477,129,12,2,129,391,3,13.56,40.68
478,130,26,7,130,382,18,98.89,1780.02
479,130,4,1,130,382,14,0.75,10.5
480,130,12,2,130,382,11,13.56,149.16
481,130,25,7,130,382,17,76.67,1303.39
482,130,18,3,130,382,6,123.4,740.4000000000001
483,130,26,7,130,382,21,98.89,2076.69
484,131,10,2,131,145,1,12.34,12.34
485,131,15,2,131,145,9,23.45,211.04999999999998
486,131,9,1,131,145,22,3.67,80.74
487,131,10,2,131,145,2,12.34,24.68
488,132,30,10,132,335,19,85.5,1624.5
489,132,20,4,132,335,18,111.87,2013.66
490,132,20,4,132,335,14,111.87,1566.18
491,133,18,3,133,389,7,123.4,863.8000000000001
492,133,13,2,133,389,16,1.75,28.0
493,133,26,7,133,389,4,98.89,395.56
494,134,5,1,134,387,3,0.75,2.25
495,134,12,2,134,387,9,13.56,122.04
496,134,8,1,134,387,2,2.54,5.08
497,134,27,8,134,387,11,245.54,2700.94
498,134,14,2,134,387,13,23.45,304.84999999999997
499,134,2,1,134,387,17,2.3,39.099999999999994
500,135,17,3,135,96,13,67.87,882.3100000000001
501,135,17,3,135,96,9,67.87,610.83
502,135,25,7,135,96,19,76.67,1456.73
503,135,19,4,135,96,21,145.34,3052.14
504,135,14,2,135,96,10,23.45,234.5
505,135,25,7,135,96,19,76.67,1456.73
506,136,6,1,136,362,16,3.25,52.0
507,136,23,5,136,362,1,43.34,43.34
508,136,16,2,136,362,19,45.0,855.0
509,137,21,4,137,369,25,175.56,4389.0
510,138,7,1,138,214,21,1.75,36.75
511,138,29,10,138,214,5,105.5,527.5
512,138,7,1,138,214,17,1.75,29.75
513,138,9,1,138,214,1,3.67,3.67
514,138,25,7,138,214,3,76.67,230.01
515,138,14,2,138,214,11,23.45,257.95
516,138,24,6,138,214,21,89.67,1883.07
517,139,16,2,139,300,21,45.0,945.0
518,139,24,6,139,300,11,89.67,986.37
519,139,5,1,139,300,15,0.75,11.25
520,140,10,2,140,20,6,12.34,74.03999999999999
521,140,11,2,140,20,24,9.98,239.52
522,140,22,5,140,20,11,45.24,497.64000000000004
523,140,28,9,140,20,23,225.53,5187.19
524,140,24,6,140,20,14,89.67,1255.38
525,140,19,4,140,20,22,145.34,3197.48
526,141,28,9,141,51,6,225.53,1353.18
527,141,16,2,141,51,19,45.0,855.0
528,141,16,2,141,51,10,45.0,450.0
529,141,3,1,141,51,1,6.0,6.0
530,141,25,7,141,51,5,76.67,383.35
531,142,15,2,142,279,8,23.45,187.6
532,142,29,10,142,279,4,105.5,422.0
533,142,21,4,142,279,3,175.56,526.6800000000001
534,142,12,2,142,279,24,13.56,325.44
535,142,4,1,142,279,13,0.75,9.75
536,143,20,4,143,357,21,111.87,2349.27
537,143,29,10,143,357,6,105.5,633.0
538,143,7,1,143,357,13,1.75,22.75
539,143,26,7,143,357,12,98.89,1186.68
540,144,22,5,144,400,22,45.24,995.2800000000001
541,144,11,2,144,400,25,9.98,249.5
542,144,21,4,144,400,15,175.56,2633.4
543,144,14,2,144,400,14,23.45,328.3
544,144,20,4,144,400,24,111.87,2684.88
545,144,23,5,144,400,7,43.34,303.38
546,145,18,3,145,368,20,123.4,2468.0
547,145,4,1,145,368,12,0.75,9.0
548,146,8,1,146,21,3,2.54,7.62
549,146,5,1,146,21,9,0.75,6.75
550,146,3,1,146,21,2,6.0,12.0
551,146,11,2,146,21,10,9.98,99.80000000000001
552,146,22,5,146,21,20,45.24,904.8000000000001
553,147,5,1,147,195,3,0.75,2.25
554,147,14,2,147,195,13,23.45,304.84999999999997
555,147,19,4,147,195,1,145.34,145.34
556,148,2,1,148,152,8,2.3,18.4
557,149,30,10,149,190,9,85.5,769.5
558,149,19,4,149,190,21,145.34,3052.14
559,149,27,8,149,190,2,245.54,491.08
560,149,7,1,149,190,3,1.75,5.25
561,150,10,2,150,43,6,12.34,74.03999999999999
562,150,29,10,150,43,12,105.5,1266.0
563,150,14,2,150,43,1,23.45,23.45
564,150,19,4,150,43,9,145.34,1308.06
565,150,15,2,150,43,23,23.45,539.35
566,150,24,6,150,43,14,89.67,1255.38
567,150,25,7,150,43,18,76.67,1380.06
568,151,9,1,151,79,16,3.67,58.72
569,151,11,2,151,79,1,9.98,9.98
570,151,10,2,151,79,10,12.34,123.4
571,151,4,1,151,79,9,0.75,6.75
572,151,14,2,151,79,4,23.45,93.8
573,151,27,8,151,79,5,245.54,1227.7
574,151,9,1,151,79,9,3.67,33.03
575,152,26,7,152,117,24,98.89,2373.36
576,152,28,9,152,117,21,225.53,4736.13
577,152,22,5,152,117,11,45.24,497.64000000000004
578,152,19,4,152,117,2,145.34,290.68
579,153,12,2,153,46,10,13.56,135.6
580,154,15,2,154,207,12,23.45,281.4
581,154,14,2,154,207,2,23.45,46.9
582,155,25,7,155,180,13,76.67,996.71
583,155,5,1,155,180,14,0.75,10.5
584,155,18,3,155,180,18,123.4,2221.2000000000003
585,156,10,2,156,258,21,12.34,259.14
586,156,1,1,156,258,16,3.75,60.0
587,156,2,1,156,258,22,2.3,50.599999999999994
588,156,30,10,156,258,16,85.5,1368.0
589,156,20,4,156,258,8,111.87,894.96
590,156,25,7,156,258,22,76.67,1686.74
591,157,24,6,157,171,17,89.67,1524.39
592,157,9,1,157,171,16,3.67,58.72
593,157,20,4,157,171,15,111.87,1678.0500000000002
594,157,14,2,157,171,14,23.45,328.3
595,157,10,2,157,171,7,12.34,86.38
596,157,30,10,157,171,24,85.5,2052.0
597,157,12,2,157,171,3,13.56,40.68
598,158,30,10,158,99,8,85.5,684.0
599,158,7,1,158,99,9,1.75,15.75
600,158,27,8,158,99,23,245.54,5647.42
601,158,8,1,158,99,9,2.54,22.86
602,158,14,2,158,99,9,23.45,211.04999999999998
603,158,2,1,158,99,21,2.3,48.3
604,158,15,2,158,99,23,23.45,539.35
605,159,22,5,159,156,15,45.24,678.6
606,160,6,1,160,125,6,3.25,19.5
607,160,23,5,160,125,7,43.34,303.38
608,160,19,4,160,125,23,145.34,3342.82
609,160,23,5,160,125,12,43.34,520.08
610,161,30,10,161,369,22,85.5,1881.0
611,161,26,7,161,369,15,98.89,1483.35
