,SaleID,BranchID,Total,TimeID
121,122,223,55.97,10121
122,123,184,73.94999999999999,10122
123,124,376,156.45,10123
124,125,202,140.89,10124
125,126,55,127.19999999999999,10125
126,127,325,61.68,10126
127,128,173,13.75,10127
128,129,292,22.200000000000003,10128
129,130,334,58.449999999999996,10129
130,131,3,47.9,10130
131,132,209,115.87,10131
132,133,197,26.849999999999998,10132
133,134,232,47.75,10133
134,135,349,121.50999999999999,10134
135,136,236,7.5,10135
136,137,116,151.95,10136
137,138,161,78.71000000000001,10137
138,139,69,3.0,10138
139,140,146,46.58,10139
140,141,307,35.07,10140
141,142,191,81.87,10141
142,143,186,73.94999999999999,10142
143,144,85,133.13,10143
144,145,391,3.0,10144
145,146,170,128.54,10145
146,147,86,74.45,10146
147,148,224,128.54,10147
148,149,21,7.5,10148
149,150,29,31.47,10149
150,151,243,128.28,10150
151,152,380,84.89,10151
152,153,22,86.22,10152
153,154,60,10.0,10153
154,155,135,155.17,10154
155,156,193,14.79,10155
156,157,343,87.45,10156
157,158,139,44.37,10157
158,159,365,10.0,10158
159,160,145,61.56,10159
160,161,375,150.17,10160
161,162,380,111.95,10161
162,163,219,45.440000000000005,10162
163,164,6,40.0,10163
164,165,78,134.14,10164
165,166,56,68.44999999999999,10165
166,167,216,86.2,10166
167,168,41,7.5,10167
168,169,82,73.99,10168
169,170,30,141.39999999999998,10169
170,171,220,76.5,10170
171,172,378,91.19,10171
172,173,328,140.75,10172
173,174,36,45.45,10173
174,175,369,80.21000000000001,10174
175,176,107,73.11,10175
176,177,80,2.99,10176
177,178,354,175.89999999999998,10177
178,179,241,66.95,10178
179,180,114,89.16999999999999,10179
180,181,58,140.82,10180
181,182,350,156.59,10181
182,183,253,1.5,10182
183,184,76,123.49,10183
184,185,146,50.120000000000005,10184
185,186,373,24.85,10185
186,187,93,45.599999999999994,10186
187,188,158,115.4,10187
188,189,58,91.51,10188
189,190,234,119.46000000000001,10189
190,191,275,68.25,10190
191,192,100,102.55,10191
192,193,285,107.74,10192
193,194,363,122.91,10193
194,195,59,130.39999999999998,10194
195,196,126,91.16999999999999,10195
196,197,381,44.37,10196
197,198,259,131.35,10197
198,199,211,71.21000000000001,10198
199,200,312,39.8,10199
200,201,260,126.66,10200
201,202,42,44.75,10201
202,203,368,119.95,10202
203,204,3,80.85,10203
204,205,145,148.58999999999997,10204
205,206,170,59.16,10205
206,207,357,161.03,10206
207,208,356,105.75999999999999,10207
208,209,1,129.91,10208
209,210,319,67.06,10209
210,211,378,119.06,10210
211,212,234,148.17,10211
212,213,362,136.0,10212
213,214,16,141.39999999999998,10213
214,215,99,135.54,10214
215,216,314,108.89,10215
216,217,18,14.79,10216
217,218,125,44.849999999999994,10217
218,219,180,134.91,10218
219,220,132,18.75,10219
220,221,103,112.25,10220
221,222,260,64.44999999999999,10221
222,223,229,9.25,10222
223,224,332,101.25,10223
224,225,149,107.53,10224
225,226,202,71.49000000000001,10225
226,227,12,24.39,10226
227,228,200,118.1,10227
228,229,304,77.24,10228
229,230,79,94.6,10229
230,231,25,21.0,10230
231,232,323,136.42000000000002,10231
232,233,43,112.69999999999999,10232
233,234,263,123.1,10233
234,235,314,25.4,10234
235,236,55,68.37,10235
236,237,21,40.5,10236
237,238,49,53.23,10237
238,239,104,128.54999999999998,10238
239,240,296,123.5,10239
240,241,184,28.5,10240
241,242,228,49.74,10241
242,243,302,44.37,10242
243,244,251,110.94999999999999,10243
244,245,361,145.60999999999999,10244
245,246,118,122.97999999999999,10245
246,247,162,62.37,10246
247,248,265,10.49,10247
248,249,145,92.25,10248
249,250,194,120.75999999999999,10249
250,251,278,88.74,10250
251,252,221,4.0,10251
252,253,150,80.95,10252
253,254,198,81.66,10253
254,255,26,97.28999999999999,10254
255,256,217,75.35,10255
256,257,378,52.7,10256
257,258,220,69.0,10257
258,259,85,49.64,10258
259,260,100,152.23,10259
260,261,165,67.53999999999999,10260
261,262,188,17.46,10261
262,263,350,141.63,10262
263,264,19,3.0,10263
264,265,181,131.25,10264
265,266,9,86.91,10265
266,267,8,38.25,10266
267,268,173,49.5,10267
268,269,99,198.70999999999998,10268
269,270,348,69.12,10269
270,271,18,119.97,10270
271,272,346,134.99,10271
272,273,241,117.53,10272
273,274,3,59.79,10273
274,275,103,52.5,10274
275,276,287,52.190000000000005,10275
276,277,386,160.66,10276
277,278,58,32.9,10277
278,279,88,60.64,10278
279,280,355,147.02,10279
280,281,323,133.82999999999998,10280
281,282,204,96.97,10281
282,283,179,53.75,10282
283,284,37,138.91,10283
284,285,124,7.5,10284
285,286,61,41.589999999999996,10285
286,287,63,200.09999999999997,10286
287,288,369,51.099999999999994,10287
288,289,22,97.35,10288
289,290,168,167.61,10289
290,291,161,59.95,10290
291,292,201,160.02999999999997,10291
292,293,328,22.5,10292
293,294,244,65.63,10293
294,295,102,92.44999999999999,10294
295,296,293,129.38,10295
296,297,276,99.53,10296
297,298,88,63.21,10297
298,299,267,7.5,10298
299,300,87,145.6,10299
300,301,343,37.5,10300
301,302,315,252.42000000000002,10301
302,303,338,155.84,10302
303,304,90,141.47,10303
304,305,360,46.76,10304
305,306,389,184.67,10305
306,307,31,100.83,10306
307,308,238,139.20999999999998,10307
308,309,88,110.78999999999999,10308
309,310,176,44.64,10309
310,311,361,29.14,10310
311,312,218,103.53,10311
312,313,33,151.18999999999997,10312
313,314,146,81.0,10313
314,315,331,92.62,10314
315,316,265,51.32,10315
316,317,167,87.12,10316
317,318,190,8.0,10317
318,319,332,72.49,10318
319,320,325,17.990000000000002,10319
320,321,152,4.0,10320
321,322,105,31.5,10321
322,323,144,58.449999999999996,10322
323,324,7,73.94999999999999,10323
324,325,375,63.099999999999994,10324
325,326,39,37.03,10325
326,327,81,65.0,10326
327,328,117,63.75,10327
328,329,124,42.0,10328
329,330,84,108.29,10329
330,331,27,141.93,10330
331,332,4,93.19,10331
332,333,153,109.34,10332
333,334,103,61.17,10333
334,335,52,7.5,10334
335,336,300,25.490000000000002,10335
336,337,399,138.03,10336
337,338,348,45.0,10337
338,339,360,128.04999999999998,10338
339,340,135,67.25999999999999,10339
340,341,278,31.47,10340
341,342,294,86.25,10341
342,343,327,237.39,10342
343,344,174,37.29,10343
344,345,285,8.97,10344
345,346,374,89.54,10345
346,347,141,84.0,10346
347,348,229,22.0,10347
348,349,71,74.18,10348
349,350,270,29.839999999999996,10349
350,351,237,20.93,10350
351,352,317,68.23,10351
352,353,21,58.25,10352
353,354,306,92.37,10353
354,355,126,132.73000000000002,10354
355,356,85,50.39,10355
356,357,301,29.58,10356
357,358,369,25.83,10357
358,359,192,86.52,10358
359,360,348,174.07999999999998,10359
360,361,143,76.35,10360
361,362,147,4.0,10361
362,363,24,105.13,10362
363,364,183,89.95,10363
364,365,24,43.17,10364
365,366,317,49.86,10365
366,367,353,30.64,10366
367,368,124,38.61,10367
368,369,93,6.0,10368
369,370,92,78.92999999999999,10369
370,371,110,111.24,10370
371,372,156,44.13999999999999,10371
372,373,124,19.96,10372
373,374,383,201.10999999999999,10373
374,375,290,120.65,10374
375,376,212,114.91000000000001,10375
376,377,237,184.45,10376
377,378,272,174.84,10377
378,379,302,113.92,10378
379,380,303,95.03,10379
380,381,198,74.57000000000001,10380
381,382,96,32.83,10381
382,383,250,7.49,10382
383,384,227,108.91,10383
384,385,269,145.78,10384
385,386,368,7.470000000000001,10385
386,387,332,87.91,10386
387,388,350,78.1,10387
388,389,290,174.6,10388
389,390,154,122.08999999999999,10389
390,391,334,58.25,10390
391,392,124,29.849999999999998,10391
392,393,241,138.93,10392
393,394,388,40.480000000000004,10393
394,395,243,29.79,10394
395,396,180,62.08,10395
396,397,223,59.16,10396
397,398,33,149.82999999999998,10397
398,399,42,109.38999999999999,10398
399,400,193,80.33,10399
400,401,244,47.39,10400
401,402,314,75.17,10401
402,403,311,38.75,10402
403,404,80,98.72,10403
404,405,38,61.46,10404
405,406,362,13.3,10405
406,407,341,29.58,10406
407,408,267,166.33999999999997,10407
408,409,179,198.48999999999998,10408
409,410,311,32.29,10409
410,411,226,46.879999999999995,10410
411,412,201,25.5,10411
412,413,297,39.8,10412
413,414,146,180.19,10413
414,415,188,8.95,10414
415,416,243,59.75,10415
416,417,113,81.5,10416
417,418,381,142.7,10417
418,419,379,75.74,10418
419,420,303,19.9,10419
420,421,17,115.31,10420
421,422,147,92.35,10421
422,423,225,149.5,10422
423,424,357,84.44999999999999,10423
424,425,311,77.41,10424
425,426,389,119.91,10425
426,427,111,152.17000000000002,10426
427,428,396,7.5,10427
428,429,285,59.37,10428
429,430,13,34.849999999999994,10429
430,431,170,93.19000000000001,10430
431,432,54,61.25,10431
432,433,212,4.4,10432
433,434,215,15.93,10433
434,435,198,125.84,10434
435,436,336,24.450000000000003,10435
436,437,281,118.6,10436
437,438,282,97.99000000000001,10437
438,439,305,86.84,10438
439,440,300,73.94999999999999,10439
440,441,236,14.35,10440
441,442,366,112.48,10441
442,443,277,28.7,10442
443,444,350,19.0,10443
444,445,176,88.91,10444
445,446,176,100.94999999999999,10445
446,447,26,23.8,10446
447,448,194,29.5,10447
448,449,220,91.99,10448
449,450,214,112.42999999999998,10449
450,451,22,13.5,10450
451,452,36,73.94999999999999,10451
452,453,76,59.7,10452
453,454,98,37.24,10453
454,455,333,79.27,10454
455,456,93,59.9,10455
456,457,342,176.96,10456
457,458,287,44.5,10457
458,459,368,14.950000000000001,10458
459,460,58,119.06,10459
460,461,398,87.44999999999999,10460
461,462,74,81.66,10461
462,463,98,73.84,10462
463,464,289,137.4,10463
464,465,57,133.51,10464
465,466,133,95.65,10465
466,467,118,67.45,10466
467,468,101,83.3,10467
468,469,66,91.39999999999999,10468
469,470,77,31.47,10469
470,471,168,34.5,10470
471,472,278,4.0,10471
472,473,2,126.04999999999998,10472
473,474,343,48.27,10473
474,475,325,135.99,10474
475,476,87,79.52,10475
476,477,295,97.65,10476
477,478,48,50.84,10477
478,479,22,106.28999999999999,10478
479,480,104,109.75,10479
480,481,314,114.91,10480
481,482,140,116.41,10481
482,483,306,56.0,10482
483,484,93,163.15,10483
484,485,181,19.15,10484
485,486,345,66.95,10485
486,487,383,69.0,10486
487,488,342,7.5,10487
488,489,17,47.37,10488
489,490,84,61.05,10489
490,491,25,123.0,10490
491,492,243,85.16,10491
492,493,109,153.87,10492
493,494,356,67.45,10493
494,495,101,96.5,10494
495,496,167,218.39999999999998,10495
496,497,141,73.76,10496
497,498,205,87.67,10497
498,499,172,47.25,10498
499,500,291,14.79,10499
500,501,83,101.50999999999999,10500
501,502,107,41.980000000000004,10501
502,503,62,29.4,10502
503,504,76,33.98,10503
504,505,85,100.11,10504
505,506,276,91.42999999999999,10505
506,507,118,24.95,10506
507,508,23,31.25,10507
508,509,194,123.97,10508
509,510,395,66.66,10509
510,511,129,22.0,10510
511,512,76,17.23,10511
512,513,108,80.33999999999999,10512
513,514,89,64.16,10513
514,515,28,22.7,10514
515,516,92,152.76,10515
516,517,152,21.0,10516
517,518,255,8.0,10517
518,519,82,148.26999999999998,10518
519,520,370,57.26,10519
520,521,289,32.79,10520
521,522,365,69.59,10521
522,523,111,95.64000000000001,10522
523,524,137,33.75,10523
524,525,156,32.45,10524
525,526,176,114.87,10525
526,527,60,126.42,10526
527,528,318,142.5,10527
528,529,180,135.92000000000002,10528
529,530,51,58.449999999999996,10529
530,531,360,19.9,10530
531,532,329,20.439999999999998,10531
532,533,116,162.72,10532
533,534,342,116.7,10533
534,535,272,59.16,10534
535,536,237,90.11,10535
536,537,364,61.17,10536
537,538,259,160.89999999999998,10537
538,539,152,22.5,10538
539,540,114,22.5,10539
540,541,51,117.53999999999999,10540
541,542,141,12.5,10541
542,543,71,26.849999999999998,10542
543,544,335,51.91,10543
544,545,107,167.79999999999998,10544
545,546,50,6.25,10545
546,547,320,153.61,10546
547,548,41,59.16,10547
548,549,365,96.0,10548
549,550,4,93.13,10549
550,551,240,107.0,10550
551,552,334,39.79,10551
552,553,368,32.5,10552
553,554,250,82.25,10553
554,555,278,202.05,10554
555,556,75,12.75,10555
556,557,35,82.96000000000001,10556
557,558,389,92.69999999999999,10557
558,559,377,12.89,10558
559,560,396,7.5,10559
560,561,103,22.5,10560
561,562,91,88.74,10561
562,563,100,74.56,10562
563,564,298,91.94999999999999,10563
564,565,313,136.72,10564
565,566,356,138.76,10565
566,567,152,222.35999999999999,10566
567,568,378,29.58,10567
568,569,350,23.78,10568
569,570,111,98.83,10569
570,571,228,2.49,10570
571,572,397,54.480000000000004,10571
572,573,133,62.489999999999995,10572
573,574,149,62.95,10573
574,575,136,117.61,10574
575,576,216,172.01,10575
576,577,371,137.32,10576
577,578,159,115.15,10577
578,579,5,69.86,10578
579,580,205,129.76,10579
580,581,25,125.36,10580
581,582,18,223.75,10581
582,583,40,140.62,10582
583,584,344,152.08,10583
584,585,236,6.0,10584
585,586,68,35.99,10585
586,587,308,16.97,10586
587,588,10,64.45,10587
588,589,101,12.5,10588
589,590,264,24.25,10589
590,591,294,65.42999999999999,10590
591,592,347,31.25,10591
592,593,34,9.0,10592
593,594,275,141.74,10593
594,595,101,105.2,10594
595,596,84,88.03999999999999,10595
596,597,131,49.480000000000004,10596
597,598,18,125.03,10597
598,599,51,24.0,10598
599,600,137,25.369999999999997,10599
600,601,108,7.5,10600
601,602,170,27.869999999999997,10601
602,603,194,90.2,10602
603,604,259,45.980000000000004,10603
604,605,69,46.47,10604
605,606,2,6.0,10605
606,607,71,120.09,10606
607,608,340,89.19,10607
608,609,322,66.57,10608
609,610,178,10.25,10609
610,611,93,85.35,10610
611,612,68,37.5,10611
612,613,193,70.78999999999999,10612
613,614,41,12.5,10613
614,615,397,38.3,10614
615,616,45,2.0,10615
616,617,375,117.54999999999998,10616
617,618,323,91.94999999999999,10617
618,619,87,53.95,10618
619,620,54,163.54999999999998,10619
620,621,399,36.35,10620
621,622,297,88.94999999999999,10621
622,623,206,86.95,10622
623,624,158,35.25,10623
624,625,385,44.37,10624
625,626,14,73.25,10625
626,627,65,127.69999999999999,10626
627,628,100,84.78,10627
628,629,191,70.22,10628
629,630,290,120.78999999999999,10629
630,631,140,100.94,10630
631,632,383,186.93,10631
632,633,399,175.75,10632
633,634,369,77.4,10633
634,635,152,122.08,10634
635,636,296,101.69999999999999,10635
636,637,325,99.67,10636
637,638,182,156.64,10637
638,639,342,52.0,10638
639,640,400,9.0,10639
640,641,215,19.240000000000002,10640
641,642,93,188.03,10641
642,643,13,157.45,10642
643,644,33,73.44999999999999,10643
644,645,41,50.589999999999996,10644
645,646,201,1.5,10645
646,647,42,3.0,10646
647,648,3,96.6,10647
648,649,132,104.32,10648
649,650,77,155.82,10649
650,651,21,76.4,10650
651,652,361,17.689999999999998,10651
652,653,399,10.49,10652
653,654,101,185.39999999999998,10653
654,655,128,126.39999999999999,10654
655,656,201,19.9,10655
656,657,233,120.96000000000001,10656
657,658,178,140.27,10657
658,659,398,111.85,10658
659,660,390,6.25,10659
660,661,161,12.75,10660
661,662,383,72.33,10661
662,663,164,40.6,10662
663,664,6,91.03999999999999,10663
664,665,224,166.95,10664
665,666,199,57.54999999999999,10665
666,667,179,68.48,10666
667,668,256,97.46000000000001,10667
668,669,130,130.27999999999997,10668
669,670,56,15.0,10669
670,671,244,210.57,10670
671,672,65,13.200000000000001,10671
672,673,267,18.54,10672
673,674,261,69.09,10673
674,675,138,20.98,10674
675,676,250,44.37,10675
676,677,385,17.6,10676
677,678,267,26.98,10677
678,679,299,6.0,10678
679,680,45,58.5,10679
680,681,142,99.33,10680
681,682,124,86.58,10681
682,683,150,33.33,10682
683,684,251,165.87,10683
684,685,66,40.29,10684
685,686,113,130.0,10685
686,687,312,22.5,10686
687,688,185,162.54000000000002,10687
688,689,206,59.8,10688
689,690,64,138.45,10689
690,691,79,44.75,10690
691,692,11,12.450000000000001,10691
692,693,260,41.42,10692
693,694,362,56.87,10693
694,695,10,59.37,10694
695,696,357,88.39,10695
696,697,364,30.0,10696
697,698,156,61.43,10697
698,699,253,184.45999999999998,10698
699,700,150,20.6,10699
700,701,186,21.700000000000003,10700
701,702,335,34.349999999999994,10701
702,703,252,29.849999999999998,10702
703,704,55,73.94999999999999,10703
704,705,158,119.41999999999999,10704
705,706,16,43.08,10705
706,707,218,76.7,10706
707,708,225,123.85,10707
708,709,143,170.19,10708
709,710,44,133.69,10709
710,711,200,46.76,10710
711,712,217,84.9,10711
712,713,327,27.950000000000003,10712
713,714,240,9.25,10713
714,715,75,150.31,10714
715,716,249,99.38,10715
716,717,150,61.05,10716
717,718,64,93.89999999999999,10717
718,719,115,36.0,10718
719,720,55,70.94,10719
720,721,298,29.58,10720
721,722,347,82.25,10721
722,723,328,20.490000000000002,10722
723,724,298,80.24000000000001,10723
724,725,185,18.75,10724
725,726,390,59.16,10725
726,727,131,138.3,10726
727,728,351,118.47999999999999,10727
728,729,232,116.14,10728
729,730,159,46.47,10729
730,731,241,10.4,10730
731,732,187,37.5,10731
732,733,265,136.7,10732
733,734,214,40.349999999999994,10733
734,735,220,106.25,10734
735,736,395,27.75,10735
736,737,113,194.35,10736
737,738,62,131.25,10737
738,739,209,14.79,10738
739,740,224,15.0,10739
740,741,15,109.78,10740
741,742,75,73.30000000000001,10741
742,743,273,89.72999999999999,10742
743,744,337,14.950000000000001,10743
744,745,256,34.9,10744
745,746,4,97.9,10745
746,747,271,111.72,10746
747,748,96,102.78999999999999,10747
748,749,346,86.45,10748
749,750,277,119.47,10749
750,751,25,22.5,10750
751,752,223,21.25,10751
752,753,86,83.7,10752
753,754,61,118.75,10753
754,755,230,163.23,10754
755,756,169,81.87,10755
756,757,322,34.5,10756
757,758,181,122.48999999999998,10757
758,759,241,85.83,10758
759,760,118,97.14999999999999,10759
760,761,298,44.37,10760
761,762,367,18.5,10761
762,763,371,44.75,10762
763,764,157,146.07999999999998,10763
764,765,303,164.95999999999998,10764
765,766,390,3.75,10765
766,767,339,34.39,10766
767,768,75,64.45,10767
768,769,193,94.22999999999999,10768
769,770,397,3.75,10769
770,771,64,57.99,10770
771,772,368,31.349999999999998,10771
772,773,271,69.5,10772
773,774,52,82.24999999999999,10773
774,775,288,63.95,10774
775,776,373,55.45,10775
776,777,297,60.95,10776
777,778,188,114.44999999999999,10777
778,779,23,202.5,10778
779,780,349,87.66999999999999,10779
780,781,261,136.62,10780
781,782,12,8.0,10781
782,783,329,102.69999999999999,10782
783,784,45,82.32,10783
784,785,157,117.24999999999999,10784
785,786,4,173.10999999999999,10785
786,787,169,1.5,10786
787,788,350,175.06,10787
788,789,218,56.059999999999995,10788
789,790,116,117.69999999999999,10789
790,791,26,41.96,10790
791,792,129,58.449999999999996,10791
792,793,351,23.59,10792
793,794,105,22.580000000000002,10793
794,795,13,4.98,10794
795,796,195,42.349999999999994,10795
796,797,281,63.53,10796
797,798,9,75.25,10797
798,799,303,147.68,10798
799,800,345,120.49000000000001,10799
800,801,221,10.49,10800
801,802,313,90.91,10801
802,803,238,17.630000000000003,10802
803,804,310,144.61,10803
804,805,119,108.32,10804
805,806,78,163.12,10805
806,807,294,18.9,10806
807,808,391,12.89,10807
808,809,287,48.6,10808
809,810,337,57.45,10809
810,811,392,42.480000000000004,10810
811,812,384,93.72,10811
812,813,72,67.16,10812
813,814,287,133.0,10813
814,815,126,71.95,10814
815,816,233,14.18,10815
816,817,17,161.75,10816
817,818,250,12.75,10817
818,819,33,35.67,10818
819,820,221,8.8,10819
820,821,30,69.25,10820
821,822,120,151.62,10821
822,823,44,40.339999999999996,10822
823,824,28,89.47,10823
824,825,124,172.44,10824
825,826,162,31.78,10825
826,827,283,12.450000000000001,10826
827,828,81,51.0,10827
828,829,396,6.0,10828
829,830,345,58.3,10829
830,831,197,174.81,10830
831,832,94,34.5,10831
832,833,180,2.99,10832
833,834,140,174.45999999999998,10833
834,835,178,77.62,10834
835,836,375,79.75,10835
836,837,172,96.00000000000001,10836
837,838,216,203.47,10837
838,839,195,86.94999999999999,10838
839,840,345,65.68,10839
840,841,101,35.7,10840
841,842,130,196.68,10841
842,843,388,44.47,10842
843,844,330,30.0,10843
844,845,325,188.48999999999998,10844
845,846,132,52.75,10845
846,847,138,71.87,10846
847,848,172,81.44,10847
848,849,41,55.440000000000005,10848
849,850,72,90.87,10849
850,851,51,41.9,10850
851,852,235,69.45,10851
852,853,295,52.3,10852
853,854,313,60.91,10853
854,855,96,136.4,10854
855,856,253,150.56,10855
856,857,296,103.06,10856
857,858,24,87.4,10857
858,859,309,130.99,10858
859,860,218,121.96000000000001,10859
860,861,360,105.20999999999998,10860
861,862,308,17.25,10861
862,863,335,38.18,10862
863,864,72,78.74000000000001,10863
864,865,345,57.71,10864
865,866,106,122.85999999999999,10865
866,867,159,50.29,10866
867,868,284,34.5,10867
868,869,120,42.69,10868
869,870,250,169.47,10869
870,871,357,1.5,10870
871,872,294,199.42,10871
872,873,36,47.25,10872
873,874,49,36.95,10873
874,875,153,11.69,10874
875,876,190,51.849999999999994,10875
876,877,114,73.65,10876
877,878,164,20.98,10877
878,879,161,35.8,10878
879,880,238,26.950000000000003,10879
880,881,326,168.27999999999997,10880
881,882,271,113.12,10881
882,883,367,35.07,10882
883,884,38,101.85,10883
884,885,270,9.0,10884
885,886,116,78.07,10885
886,887,71,165.9,10886
887,888,186,77.19999999999999,10887
888,889,45,117.66,10888
889,890,212,68.39,10889
890,891,372,67.67,10890
891,892,80,179.61,10891
892,893,113,9.25,10892
893,894,176,95.71000000000001,10893
894,895,364,36.75,10894
895,896,20,40.47,10895
896,897,20,73.94999999999999,10896
897,898,140,185.71999999999997,10897
898,899,329,61.6,10898
899,900,390,65.16,10899
900,901,30,69.95,10900
901,902,319,7.5,10901
902,903,196,42.89,10902
903,904,222,27.8,10903
904,905,312,175.19,10904
905,906,348,120.56,10905
906,907,331,112.05000000000001,10906
907,908,249,36.5,10907
908,909,30,116.33,10908
909,910,226,32.629999999999995,10909
910,911,48,79.73,10910
911,912,228,30.0,10911
912,913,258,155.67,10912
913,914,23,31.47,10913
914,915,242,117.13,10914
915,916,146,96.75,10915
916,917,283,72.75,10916
917,918,232,96.51,10917
918,919,218,30.0,10918
919,920,198,29.849999999999998,10919
920,921,342,35.8,10920
921,922,233,82.45,10921
922,923,317,184.53,10922
923,924,191,60.58,10923
924,925,38,46.76,10924
925,926,185,13.0,10925
926,927,128,40.64,10926
927,928,266,164.76999999999998,10927
928,929,266,103.52999999999999,10928
929,930,108,112.45,10929
930,931,324,128.64999999999998,10930
931,932,350,134.98000000000002,10931
932,933,176,151.07999999999998,10932
933,934,28,127.35,10933
934,935,349,127.91,10934
935,936,56,67.95,10935
936,937,121,15.0,10936
937,938,238,65.16,10937
938,939,184,105.23,10938
939,940,238,106.66,10939
940,941,225,31.5,10940
941,942,261,59.5,10941
942,943,10,14.25,10942
943,944,4,7.5,10943
944,945,120,96.42999999999999,10944
945,946,344,116.91,10945
946,947,242,194.45000000000002,10946
947,948,20,48.19,10947
948,949,354,10.0,10948
949,950,244,81.16,10949
950,951,369,76.78,10950
951,952,325,123.10000000000001,10951
952,953,34,15.0,10952
953,954,355,128.95,10953
954,955,328,31.25,10954
955,956,167,41.25,10955
956,957,262,128.45,10956
957,958,95,18.8,10957
958,959,394,29.75,10958
959,960,384,51.93000000000001,10959
960,961,242,22.5,10960
961,962,290,19.740000000000002,10961
962,963,241,62.730000000000004,10962
963,964,340,150.7,10963
964,965,341,87.5,10964
965,966,352,12.5,10965
966,967,282,176.35000000000002,10966
967,968,303,101.41999999999999,10967
968,969,270,46.76,10968
969,970,373,203.75,10969
970,971,391,91.62,10970
971,972,262,109.18999999999998,10971
972,973,135,37.5,10972
973,974,90,121.88,10973
974,975,166,37.45,10974
975,976,283,119.0,10975
976,977,302,116.12,10976
977,978,88,65.48,10977
978,979,164,9.25,10978
979,980,304,88.03,10979
980,981,212,21.3,10980
981,982,331,61.64,10981
982,983,150,246.85,10982
983,984,64,68.45,10983
984,985,68,82.5,10984
985,986,135,53.9,10985
986,987,347,198.49,10986
987,988,256,172.47,10987
988,989,283,96.11,10988
989,990,81,66.58,10989
990,991,39,34.7,10990
991,992,194,59.54,10991
992,993,13,91.53999999999999,10992
993,994,337,9.0,10993
994,995,102,62.05,10994
995,996,17,53.480000000000004,10995
996,997,358,74.94,10996
997,998,325,104.16,10997
998,999,58,103.49999999999999,10998
999,1000,134,57.81,10999
